"","c1x1","c2x1","c3x1"
"147",6.12492369062507,4.69240260473134,5.78293554555866
"148",5.92899440905074,5.80957297150515,5.13482819541712
"149",6.14731550561691,4.23365772662358,5.65236759445622
"150",4.67567376595541,4.50721638330535,5.07800644420208
"151",5.60888383481646,4.94908894927606,6.54222373284494
"152",5.28508610979562,5.71178127789274,6.38212890686816
"153",3.40064583109914,6.72698607264768,5.52677804244019
"154",7.26256281534737,5.08844376957584,7.19856192143814
"155",2.93910296769082,4.90311112358652,4.09771445564729
"156",5.90130878148827,5.93734612440832,5.54407645876897
"157",3.84402617415345,5.99804866896617,7.40434919320388
"158",4.25316098870049,2.84272690512506,6.04648669511113
"159",5.73222563380514,7.51708131191806,5.02566205989392
"160",6.45798531449266,4.49687783120226,6.16557068838568
"161",4.67605515924036,6.44268649322864,6.49401589574519
"162",4.51058084205457,5.81028016590887,4.90255212348729
"163",5.00604514939613,4.37549710421557,6.54439879940317
"164",6.58181109953552,4.85121160239472,6.71589544487128
"165",4.70622710653259,3.4456317468837,5.55235091304551
"166",6.33188214816878,4.20929781202611,6.34972896493833
"167",5.0180859679623,5.6351016091753,6.11494636341518
"168",4.2003261747477,5.80973259172066,6.55259178069255
"169",3.91766557935138,5.14959991136306,7.38114872442726
"170",4.90098526906152,4.71125346599919,4.46093898462963
"171",3.73556890521724,4.54699747217206,5.88961542172093
"172",4.73626134888463,4.94926292897182,5.43864749666388
"173",4.44631923616794,5.4323916831325,6.0648669991801
"174",5.41001802626994,5.75928352333343,4.8286639612916
"175",4.40861957562957,5.04359331133332,5.26697749768199
"176",4.54227688187688,4.80528945584434,5.77063714978431
"177",3.48077076828552,4.24891839727231,4.77628192600856
"178",4.01356487745251,6.17165621395381,6.21165368893759
"179",3.98034911999879,5.5591972793381,5.95447048458689
"180",6.79575800210899,5.78691018861856,6.39303873433857
"181",2.49489444542444,5.81212592110476,5.76840258339197
"182",5.36095074473996,4.33004013685916,6.18773405134765
"183",5.21473410377939,5.13798635003248,7.43383191926207
"184",5.72859544874618,4.63102809932741,7.51944760201029
"185",5.78966511757953,4.23048963008643,5.64579511705081
"186",5.80553461824165,6.76648427221145,4.98664292649539
"187",4.89465504615901,5.58734803910788,5.52916789117075
"188",5.07169387162304,4.68545940870423,5.37065832170392
"189",4.05590665160924,6.01341820972571,6.6657356975454
"190",4.76619126499117,5.81620435435247,5.56687173805918
"191",5.03699607045038,4.80268091911562,5.40487277031062
"192",5.48302722707981,5.45124048086602,5.46992199492928
"193",6.23284447709758,4.85972670320457,5.67739263301644
"194",5.11883807369547,3.78473579031034,5.2713293073069
"195",4.77366797502723,5.13070826492797,5.53722777974974
"196",4.80893176939251,6.54389826811106,4.88019057460798
"197",4.84878233924832,4.99224719065155,6.51373048264961
"198",5.8204844891418,3.94558744217111,6.72000487643701
"199",4.46296582124571,5.20407413514085,5.0264885948602
"200",4.96647790000393,3.65706194298817,7.0227134825044
"201",5.01602815468777,6.75060688936843,5.91598409796316
"202",3.83091336774679,6.37530517485358,7.15113903405411
"203",5.15564238666178,7.06707784209416,7.30891024486653
"204",4.55863829283867,3.94928454038638,5.38604293777426
"205",4.75670053160357,3.3109734160654,6.93323656135819
"206",5.3084754384116,5.61660156802977,6.72539125857451
"207",4.85424551325499,6.14523695396149,5.10809621102035
"208",6.59634212198235,6.66707737387199,5.87204497303057
"209",5.82246777775861,3.89913601453397,7.31506745815403
"210",5.92946650611431,4.7299531698688,6.06333273888522
"211",1.24637905903168,6.37263266300076,4.65747324041337
"212",4.60208333339214,4.90236515237529,6.12889023777031
"213",3.81113188739339,6.25261778471143,7.4591964409805
"214",5.20597856775172,4.85086277361767,6.58321401574795
"215",5.40423152834146,4.50897274784736,4.85950698209559
"216",4.54403831290168,5.49035074888466,5.09345753694897
"217",4.84331138034117,4.68351151269226,6.10349816240677
"218",4.87009093339537,4.34762612712523,5.40948278998302
"219",5.08763393626099,5.47013971974288,6.5803180139145
"220",5.97576481510909,4.6608073335676,7.16897616522358
"221",6.8679930906876,4.33578588312001,7.49277456956994
"222",5.94187697005082,6.55908755959681,7.55308492039422
"223",5.4008789525161,4.47062066247362,6.16016105220821
"224",4.4564732308716,6.42351069536778,7.0373566564571
"225",5.39065223070695,5.72065835497767,6.51435314983009
"226",5.34169160368263,5.53582182000033,6.47160607581642
"227",4.84247878951045,1.91281180737659,4.48739100226816
"228",5.01420297640826,5.29736895866024,4.51334788346611
"229",5.51247933672313,6.32259743163982,6.31321188435542
"230",5.46428847973114,4.19951426649781,7.14434570514976
"231",4.21341598528074,4.86401283713859,6.12541986114281
"232",4.51819285433184,4.65592460796974,6.2858050637793
"233",5.72938618491065,5.40716239850418,5.65288607173969
"234",5.60137670224078,4.25708477422662,6.30401529884399
"235",4.66082653232228,3.99794853576606,6.59359997942536
"236",5.6631280026921,6.67454787380261,6.3564549094988
"237",5.45221671681343,3.71407262928149,5.66737761161051
"238",5.35052678220183,4.32403404218047,7.38035920576471
"239",4.28516138948608,5.5455890114907,5.63808578806312
"240",4.86378721961598,4.42521052234394,5.41845743098011
"241",5.60396842815932,6.31343463883072,5.84381252981117
"242",3.33513897532221,3.38623328954512,4.34739612748377
"243",3.73726020740374,5.89965462635162,5.32883377384136
"244",5.91753842975385,7.20621578287305,5.99180154806405
"245",5.49470689212369,4.05733961035844,5.00757256417017
"246",4.91665842693792,5.25366719560643,6.13187733800975
"247",3.86340473616962,4.68563182117958,5.95364286818318
"248",5.59377236396164,5.65503718570467,6.26465064160975
"249",5.65190157776182,4.65737483308373,5.93328472100936
"250",4.18788038635825,6.02683127870006,6.433800557932
"251",6.69144843388953,3.40589770083729,5.31545894643744
"252",6.65151629214907,5.29220431007797,5.60657033888698
"253",6.1486305933502,5.34438940383924,6.39269570292139
"254",6.1429931756569,6.38171639182916,6.73484910075056
"255",3.56478248780748,5.06587826740491,6.81662792664221
"256",4.55505842959359,5.78429765318957,4.60984154333097
"257",4.89163391229191,4.88098237539041,5.56924140414936
"258",3.18825880397291,4.39979666086285,4.38611441470159
"259",4.0432535628473,7.12017869859016,4.38068681800163
"260",6.20295287229867,4.96160034199821,6.49810113538306
"261",4.82349420564206,4.62554382670314,5.84199035058013
"262",4.0581216581455,4.78279351635284,8.2649834316805
"263",5.0939752732735,4.59374945553542,6.54745133734985
"264",5.09875547061813,4.62605554457665,7.04498472459409
"265",5.4630251143983,4.75507778755116,4.23439735609242
"266",4.72896726841199,4.90835885021256,7.93196825648973
"267",4.824603647993,5.54737532005544,7.39438559701321
"268",5.5634224702093,4.76947029982643,6.38382713753878
"269",5.90992114153502,4.26849763065132,6.43736483481013
"270",5.37029600652658,3.69627922206768,6.98883076829477
"271",4.88029161081006,4.47125531430572,4.99911720389666
"272",5.2662105450437,4.83435790698575,5.69612826521417
"273",5.91913275219485,5.86536238344338,5.07579345938223
"274",4.86258291006441,3.8509302048916,6.87918005042354
"275",4.47588144479597,4.76596389895835,6.22463289976536
"276",6.0513932180491,4.60910286970584,6.6767785865854
"277",3.03098776657695,4.60927477821536,6.22836132236628
"278",6.17612773768045,5.02557994973341,5.476929313123
"279",5.4867356578994,4.88901376936373,5.37290717363709
"280",5.66821172251026,4.39174111747602,5.83309976623979
"281",4.22258663064286,7.49490347547861,4.84620867047932
"282",4.32169800628328,5.74192852838992,5.12436444053615
"283",6.22547725272084,7.6075515684986,5.39874384454988
"284",3.84176178955386,4.03068194113485,4.75711836265167
"285",5.76545186129704,4.9879593450732,7.10187545327225
"286",4.67809724357001,5.41587401290323,5.57875223959796
"287",3.8265782416799,4.00072003166733,5.9225390002262
"288",5.56391323674786,3.80327511948052,4.84606465451409
"289",3.77746112631797,6.04937720950985,5.61432291218116
"290",5.39111854492653,6.72974475568769,6.67923121209872
"291",4.6366013576241,3.92444574122421,6.87086659739314
"292",2.8437379882564,3.71664251625627,5.62970326715486
"293",5.42668410630798,4.14827406842644,5.91864145216227
"294",4.72280499906061,3.60773718669754,6.80416881111864
"295",5.70361383617808,4.8381467552196,6.82467630351276
"296",4.78072423789755,6.34153918057571,7.34847128881181
"297",4.56513153807799,4.1649765555823,5.73758751260878
"298",4.22031275334865,4.21129562910282,6.81027957338387
"299",6.92285619231481,4.53816975442808,7.5913914565863
"300",3.93603491962674,5.64657336021202,4.52758896758779
"301",6.52983030571448,5.36664276540059,6.40985029290462
"302",6.3211923707283,4.77793749464006,6.27863930656006
"303",5.14578221884046,4.88663260751149,5.97678309922877
"304",5.87899115817311,4.33557711812036,5.87946333401019
"305",6.22939184654474,5.11530143762524,5.49237800281677
"306",4.13826243857714,5.28692417106309,6.78820306062716
"307",3.98158820294255,5.28916222010953,6.20246201830258
"308",4.56493667939435,4.23907166479902,8.0081596135102
"309",4.2350909222642,5.15990126783876,6.97119716700191
"310",3.78962157051156,4.81466943119457,5.76545698649336
"311",6.1648098176732,5.28117233132653,6.23457572446787
"312",5.9148063762711,5.2196391869732,7.60765618424533
"313",5.61237938307909,5.66287703580269,5.93422219608775
"314",3.95906078939989,4.75911852465722,6.63304265864481
"315",6.37889898007367,4.99153732641021,4.74138941152166
"316",4.8781429250606,5.49940983496513,5.64267687332654
"317",4.6833894000559,4.01527323720304,6.13340037832598
"318",3.27759609222303,5.66927935990457,6.62765433814206
"319",3.2051717830402,2.67061346738192,5.94899268771676
"320",6.13194138291496,4.43188750146561,4.98148069966069
"321",4.6764461186463,4.87450439753465,5.60697535185318
"322",4.44988042200502,3.12931197471721,5.91882814113366
"323",5.48914502249177,5.60845409053722,6.63487606124536
"324",3.20836561524197,5.81883932077174,6.45436254156504
"325",6.00590867883621,5.77012257066624,4.78061945392187
"326",5.22944337542896,4.70244139502417,6.8993963862196
"327",6.58940725636493,4.84493055242971,4.31720203694479
"328",4.58458498958052,3.06657664729504,7.75696033879322
"329",4.43643554374632,7.2961398274198,5.79340498925553
"330",4.49223383928379,4.26198681307657,4.68537151421509
"331",5.75399737098342,5.71610970808981,5.33544880597799
"332",4.2157575164454,4.43331453365357,5.68226744719078
"333",5.59258487195556,4.55555090029889,4.2388259709092
"334",3.29395045287356,4.22537694831201,6.2605000725064
"335",4.16123428514209,4.19216443701218,6.83530458646549
"336",7.51908987122684,4.83520762389926,6.89422768842929
"337",4.60606280086505,5.66528565562217,5.11383479942034
"338",5.38640834993137,5.99602418764161,5.37749247658243
"339",6.65456095682905,4.76730357624891,5.2552684347226
"340",5.79521278589109,6.23153783093218,6.45077938745937
"341",5.76977681783507,7.71426762478624,6.06691030345873
"342",4.09378041102107,5.31104478737506,5.60432670079397
"343",1.994596919172,5.62286186214545,5.69702516928638
"344",4.48330900546383,5.37040859425629,4.53601811057328
"345",4.42023897546413,5.37953529077809,7.09602544362362
"346",3.42427300403765,5.12422168413428,6.81204929563922
"347",6.03106049888055,5.47786490358325,5.83918309413157
"348",3.52847371214548,4.21569335158376,4.49331767044903
"349",4.85354961914836,6.02170039298174,7.33645526316634
"350",4.94484271669528,4.88317599399139,7.29140775044197
"351",4.23176303509453,4.46721456995495,5.85378858452959
"352",5.40224561264287,4.78970105778104,5.45935739072642
"353",5.87922210503105,2.99935789038747,6.52366037169514
"354",4.84570926873712,3.38720767470674,7.33805988446259
"355",4.83760747060605,5.77548825525007,5.94970408710899
"356",5.5326574531047,4.44994476614306,7.47765461166931
"357",6.04275482785205,3.57372135342623,4.48797461539713
"358",4.77314466145556,6.35882249948344,4.30805064344495
"359",5.63010321606774,4.21014871491846,5.15831422062399
"360",4.0900296387661,4.85112617754544,5.17044354984126
"361",4.71633829987576,4.78522110239739,6.86086217492234
"362",5.40252765674542,3.91267760960637,5.57418495027238
"363",6.19240702523748,4.57810627239452,6.90329716574719
"364",6.07603799041652,6.3854558966566,5.92279370191044
"365",5.08236537259494,4.61260756595367,6.03483932332432
"366",5.1471604959335,6.58957541386112,5.92635550515811
"367",3.84277685707813,5.16251782688197,6.0980742491283
"368",3.32673731607489,4.88672156128516,7.15035753261093
"369",2.04664019212699,5.1483941245131,4.8031933997376
"370",3.5061500121746,3.28340007114767,5.03386391463291
"371",7.40631120552408,4.93122516123257,6.23558320982286
"372",5.82012178894848,5.07455722514998,5.49952872848148
"373",5.38175538403407,4.34683758315715,3.64485161056649
"374",5.90047478977543,5.70457652071377,5.85311489985612
"375",5.68273473338815,7.74698096993088,6.00282408325472
"376",6.15621190180254,5.15275420919372,5.48048140499587
"377",5.2269949146587,3.97979215423311,6.26063699499536
"378",3.5873497253935,7.20625006269409,5.38431042418075
"379",6.41314290141923,4.23086239839158,5.58472831525153
"380",6.01457016866005,4.15659805462388,7.39230891399841
"381",5.10503478408912,5.39769963898287,5.93534948787623
"382",6.14083105284516,2.81869960419982,5.81301558044487
"383",5.55295406086838,3.96582770436045,4.52136242061949
"384",5.62614588286746,5.5045919821435,7.22327054758829
"385",6.09463182841414,4.30397102156497,6.65084097300693
"386",5.86522568864374,4.06218736685073,5.98460156256199
"387",6.50310211689147,3.45354436290519,5.12401216503391
"388",5.4146649763132,6.29062535292185,6.35037197665577
"389",4.70529493118577,2.75651955249321,5.06889078843562
"390",6.19833904424647,6.25056560486197,8.16840974031754
"391",5.06986779761383,5.01319271287478,4.12454496816127
"392",5.71487224624158,5.72895958493616,4.71144719407287
"393",6.53829990836302,4.86978261295918,8.65530351172747
"394",6.01531013652826,5.12454806484897,6.46788640073349
"395",6.08899979942876,5.88108169806189,5.780500658534
"396",7.03643172784605,5.35302006074495,6.8414562797565
"397",5.28408866177896,5.11372143744974,6.01295624300931
"398",3.60286843702586,5.18740883611277,8.25091354097705
"399",5.8325424219073,4.97011857814764,7.81113721250924
"400",2.74724595662877,4.20829010101612,7.67276390156901
"401",4.84799073579848,5.1965769400197,5.94110480700317
"402",5.52561671552455,6.19170213919752,6.04745744470954
"403",4.39469099983568,2.12809180187537,5.57983961281095
"404",6.38109418450353,4.35923358689118,6.75778877018893
"405",5.0109061264971,5.53542941603944,5.40454754536444
"406",4.09128149151362,4.42826697900515,6.84238298682517
"407",6.01254649799715,4.71438326160582,8.06072213435177
"408",4.67518906168438,4.46863199895367,6.02156432660086
"409",5.31158284840063,5.54921276448644,4.80538919740324
"410",4.88657918235513,4.98921730139563,6.21984402589081
"411",4.62146737001068,4.90390543800731,5.34015597121779
"412",4.53243904804797,4.04143742495096,7.43837593501345
"413",4.42284419441943,3.5990671175027,5.9706496017114
"414",3.77881606882057,6.21140067808772,6.57646793885941
"415",4.93034807181111,4.94001463599041,8.04357000149149
"416",4.83611737243668,5.23238049902327,5.6133824554115
"417",5.89931033678602,5.24727408967433,5.65915798216286
"418",6.69604021625917,4.26938976003982,6.3852183456317
"419",4.7303136740943,4.26719728619649,7.01761744430609
"420",4.64341070504908,3.1331181030013,5.13331708245954
"421",6.0326224174001,5.44338081276989,5.34035484077297
"422",4.26397396156213,5.37458328144852,6.43497516014589
"423",5.12529680224884,5.97773020444765,5.4159711177149
"424",5.06966419075847,4.01711703262822,6.31671444290488
"425",5.26266197627092,5.81960431461978,4.57392598219237
"426",4.74962341570571,4.74221002078075,6.11012009475337
"427",4.07813407467345,5.2359424410595,6.55340061131878
"428",5.47126817614694,3.63011957742958,7.14585475271029
"429",5.90844092645511,3.53455118961022,7.76697683882752
"430",5.25342764901771,4.64965319495461,6.20783957176867
"431",3.38761919312003,3.89204156949548,7.05930394679516
"432",4.68374224710536,5.77710287902108,6.00313751651685
"433",5.00544589628587,5.08892263046283,6.98777098984188
"434",5.44671398084787,6.18390856138204,5.06943502433263
"435",6.39915020431668,4.57642605908682,7.02177285231397
"436",4.41129312803402,4.39370055643416,6.15521941104551
"437",5.78758858673792,4.91242267300537,6.1189136906403
"438",5.63658501110596,6.56879924500546,6.94965940043784
"439",5.12726347017159,4.73512586726853,4.69614425586256
"440",4.72895853591933,5.4735990128194,6.4750816338543
"441",4.81238961115589,5.4557816107262,4.88747286369107
"442",3.16548264693864,4.5359875532436,6.95799908401237
"443",4.57287557614395,4.69112945563546,5.34390221556047
"444",4.80076450718975,1.47527713021382,6.19139975916337
"445",4.85731425896667,2.97810500596369,4.4653761604941
"446",5.9775690711516,5.74570598675832,8.22539532729991
"447",6.35895630995169,3.7902917260585,6.78252161317225
"448",4.89339545071137,5.86290217345588,7.68994721265257
"449",6.1208214837176,5.96770801636559,4.39883684701737
"450",6.25563813491664,4.39949338425335,6.39555807862613
"451",5.35611878958758,5.96380812745792,6.61847568561636
"452",4.60513347450474,3.22215330300265,5.79251868691464
"453",4.78152228364393,4.58984907777366,6.80560022752152
"454",5.95767141657016,6.55223358353338,8.86558001943288
"455",3.17217850634658,6.62138448034781,5.30256455768229
"456",4.18871525512132,5.92206514940028,5.5043366053763
"457",4.32027944064984,6.10530607757061,5.76138439119455
"458",4.75884779667928,5.61355469585205,6.33323871338856
"459",4.31104169668811,3.92592821841558,7.3525056061615
"460",4.14014576487592,3.58485973028154,5.04857134629522
"461",5.50148526379829,4.38593452101615,3.04700657265728
"462",4.8855814551789,4.53536286817674,6.18528933354707
"463",4.71401505641155,6.41606140679548,5.70473056954274
"464",3.95638878139867,4.12079568378677,4.51488472112164
"465",4.39064093955116,5.26242223810614,5.99765259136697
"466",4.63373673805507,6.38227955342232,6.97507036148032
"467",6.38212933449394,4.78206366038092,5.67722526204107
"468",4.46325908407937,5.62800959644276,6.45526082005527
"469",5.34660657007547,6.34150418519473,7.49060089802855
"470",4.89008678805701,5.48722306407088,7.80813522753875
"471",5.06377752265458,6.6836866889615,6.17188995262314
"472",3.80891368104264,6.47874611834533,4.74573296380751
"473",6.52055638872248,5.09865240111208,6.3583809379134
"474",3.90586936538149,5.91298357608989,5.67888305223046
"475",5.46274008019377,4.67519199259173,6.94959136889394
"476",4.89716064181619,5.54539301734987,6.23728629473541
"477",3.34518792521355,5.41345709901879,7.51301312566793
"478",5.57348735507562,4.53257748299899,4.26984664571672
"479",3.92155465281072,5.41860892495101,5.72490952032817
"480",5.470844904945,3.85215960964014,8.05248710678071
"481",5.38200938351661,5.43840190863334,5.49828079862166
"482",5.34937811972964,4.58218659471459,6.73253808768815
"483",4.37109151894833,5.12049260260983,4.82176316066725
"484",5.99660253789642,5.4375147182614,5.6287313222531
"485",5.33472939940944,5.12501659449065,4.76594391123986
"486",4.21685107687941,5.04820582493215,6.16686407333317
"487",4.35975945634791,5.25027234473505,4.14008079352587
"488",6.29522102113038,5.51354819403546,5.69666835161119
"489",4.98166162137333,5.72165806008272,4.08217124517484
"490",4.54901185247938,5.93715113860371,5.81198504373391
"491",5.39760378315575,5.28214672565526,5.90109474503228
"492",2.80956680868366,3.46105502290873,6.40704241812278
"493",6.21209468151332,5.60061899140342,6.07158731818097
"494",2.78150763035154,6.18312237537839,6.74840081980673
"495",7.0524010725907,4.85131840340715,7.4996737018737
"496",3.72447561136756,3.83369220541642,5.22788592888189
"497",5.08277985090983,6.86923782745016,6.75640425961038
"498",5.55021237293069,6.10347618105863,6.18814632303859
"499",6.11287269518638,2.47438881308012,5.18982972323631
"500",4.98417112155238,5.91705117781598,6.72048853861161
"501",5.25318672231705,4.87629702247195,6.97100586092361
"502",6.69885252394483,5.40624366360764,6.16461135468358
"503",3.7597781432326,5.84593843820779,5.52112088497477
"504",4.60896327200582,4.31760234566407,7.16656493354348
"505",5.27238629682891,4.48491383798884,5.70157031736558
"506",2.36636041610818,4.95928360198773,4.94662805590144
"507",3.13827125140806,4.78949416556847,5.39842644382354
"508",4.0673004774541,3.76563288491625,5.69858129683696
"509",5.11678994145607,4.54576565435477,5.46983328318305
"510",5.03082508019237,5.19846863235725,5.05718921010486
"511",5.16774284770824,4.74136943088841,6.31456738951459
"512",3.10555949454649,5.29794028291397,5.84536610555087
"513",4.46295852636528,5.59811857130571,5.84280674951053
"514",4.69534902194,5.99189722757206,6.32387409895291
"515",4.91727747926554,6.46300777517513,6.53538406429242
"516",5.60835273219578,6.64371617842557,6.67280840010341
"517",3.64523534303743,4.16422363434835,5.02243901874182
