id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
27,0.5601480802344,0.0033707227064961004,0.00033204627903654383,0.000569907689801287,0.0012300129876137338,0.06795009494541412,0.01666053734254833,0.13358071937456453,0.21615787844012546
28,0.013714706046069038,0.7254653858924596,0.08292655991935086,0.04245918609209374,0.010091352496979313,0.020802967749247184,0.029288066914756883,0.02956557658817006,0.04568619830087328
29,3.347586731868124e-05,3.7153165961133524e-06,6.322137870211029e-05,7.560112893849402e-08,1.2306855861176015e-09,0.022861970994437982,0.9769534521888228,7.469009197769275e-05,9.397330330236756e-06
30,4.798452645797029e-05,0.39381174135924746,0.4638441914377878,0.13736260907110676,0.0003423802443136246,0.00035894071046288284,0.0040490557070099,6.685289398635748e-05,0.00011624404962721643
31,0.0001884357040885991,0.00026934954348591377,0.00019950261460365,0.00014553736917042662,6.401782201481629e-05,0.994823624550222,0.003260960817149032,0.0008814346849738467,0.00016713689429179632
32,2.467692649369241e-05,5.35797065226983e-05,0.0001555391195425254,2.7830339322328225e-07,2.028802749276921e-06,0.007921760802973899,0.04683291656113052,0.9448219221428964,0.00018729763429777308
33,2.4455355903499318e-05,0.007290524997169799,0.0003251155937394743,0.0005012097552683131,0.9916385917875029,2.04252945323634e-06,8.847841629503749e-06,0.00019369768632338934,1.5514453009667255e-05
34,0.006772250766116601,0.053144915922542425,0.005630387658807872,0.21647493091407505,0.6712932757748938,0.017548546619453913,0.0079449056477977,0.005813559411189252,0.015377227285123278
35,0.006709483126666349,0.4981728858634705,0.3563112760688576,0.07702393641327013,0.008811305287460287,0.005204312383114717,0.039708948399789966,0.002718055903270885,0.0053397965540996
36,5.867559485424773e-05,2.767543751231335e-09,5.3951543093332816e-09,7.704875024682209e-08,9.474126222954872e-10,0.9963190271394464,0.002910064152317425,0.0007119787924703257,1.681620505824978e-07
37,0.0071575102666941596,1.838394974541388e-06,1.4011704131382162e-08,0.0005439431763775811,0.0002478413364941726,0.9756609896299512,0.005116423928940405,0.010486049605080346,0.0007853896497833732
38,0.0077345976408016845,2.16035346067904e-06,0.0006764639125031941,8.989577610332284e-06,4.279235757702029e-05,0.001807894931252768,0.0002895262907083744,0.974875050547456,0.014562524388630019
39,0.0004078157549679603,0.6770236759263685,0.3092610937980921,0.007881753025012194,0.001545107191302598,0.00022764301404651444,0.0024242572941810137,0.0007235823483934884,0.000505071647635781
40,0.0009221407540402187,4.6421607967261626e-05,1.9652748875001745e-05,4.970740828654522e-06,1.5600738003236433e-05,8.275730312777556e-05,2.242502604407889e-05,0.9796961597049604,0.01918987137615349
41,0.00014838487236545683,0.2564470232420623,0.6387079152736933,0.0971008252130251,0.0018635263809810738,0.0008787140549452412,0.004226285961639203,0.0004639215621417669,0.00016340343914664652
42,0.047245410424223186,0.004949497344990528,0.0013368002465242474,0.12774884534681652,0.0120988083702066,0.5606829486445462,0.022690474358554882,0.05018803090382011,0.1730591843603177
43,0.006342349905144438,0.5960595121300909,0.04849226098514482,0.0051239894993411065,5.021076787346331e-05,0.08016521250039177,0.25030120593588684,0.012412188765357277,0.0010530695107692804
44,2.7295356485591408e-05,0.2288848643608159,0.7654375488665246,0.0003622062348786018,0.0007079188343117175,0.0004585464228887645,0.0015964465165933328,0.002514250845194976,1.0922562306383227e-05
45,0.003355527876007844,1.6560673901810404e-06,6.6991219679597985e-09,0.0001536408243021061,2.804571499370107e-05,0.9926799298678844,0.0004214635223788125,0.000650469982347183,0.002709259445573887
46,0.0009086178209821554,0.4342584454836393,0.35581728303111504,0.19964657500487887,0.00023821035254902452,0.00106644925142569,0.006938984144922122,0.0005996108444761232,0.0005258240660115397
47,0.008442147670799137,0.5793597172822732,0.2703644417067675,0.07854835076430558,0.012064279661253265,0.011002744696226368,0.01974089369068074,0.012314593755190464,0.008162830772503562
48,0.00031635669922566115,0.8842074912681286,0.07088376857404803,0.03735324349229608,0.001689576781901024,0.000102588055586427,0.005134217851144428,9.609572349420852e-05,0.00021666155417557312
49,0.00018835041436945248,0.5918342565914233,0.3303281464668069,0.07192458852029814,0.0001846160419852556,0.00020420590958885544,0.005296904822830247,2.4879938738428954e-05,1.4051293959438491e-05
50,6.246810786528141e-11,4.595208047473767e-11,3.9658900709095695e-12,1.0261487603117768e-10,1.3650020427314851e-12,0.9999999887886568,6.1380200767319205e-09,3.549331459464801e-09,1.3076257789668795e-09
51,0.0002704763246625672,0.8389694469662081,0.10970993483049328,0.04823140970947827,0.001622311920606665,9.108327031563718e-05,0.00021162216275822458,4.676272160200129e-05,0.0008469520938753068
52,3.2866507429800964e-05,3.818933820988873e-06,1.96443757547934e-05,1.4644152780118196e-10,1.3256558358378503e-12,0.0003145184745055054,0.00024399603575888656,0.9982982854753388,0.0010868700496241325
53,4.4889211282037435e-06,0.8352224994869227,0.11396480423012458,0.050030269469450966,2.027564830737616e-06,0.00024132563995057446,0.0004148148901889495,7.162952154018735e-05,4.8140275863115476e-05
54,0.0075485489196477325,0.4199454762538928,0.3627295689926927,0.10164422608233896,0.00482617543109025,0.014498442851672462,0.07180299475272503,0.004928132060227861,0.012076434655712141
55,0.00047816918737785967,0.632098260236302,0.2086121089446936,0.1549479332912724,0.00022119616160616918,6.990018030144156e-05,0.003352279810648781,5.33521514419755e-05,0.00016680003635569305
56,0.0005392343762224606,0.5377217693089384,0.3966888264014729,0.0012644109696417262,0.007537197919239933,0.023207539681333825,0.008426153680415991,0.024499040856165603,0.00011582680656886409
57,1.3912018390827244e-05,4.3762515653275395e-06,1.334222992544505e-06,6.645773998110351e-06,4.8952721111267175e-06,0.9995721716484502,3.937577241328017e-05,0.00017998462066055632,0.00017730441941787156
58,0.039513478817469284,2.2217255067908107e-05,0.00016433751195111675,1.4467002003104705e-05,5.5589718650103564e-05,0.008560260587034395,0.0005759697287047091,0.00022767920027581817,0.9508660001788436
59,0.024407543669958117,0.010162629346213288,0.016567059372420725,0.005196303098109308,0.0003840333632940033,0.043215697196999886,0.009257620103506151,0.013444991444709046,0.8773641224047894
60,0.1620575116318188,0.00033304550994168374,1.8758291437984082e-06,8.395830185206412e-05,0.00020284224144723502,0.3519531562702661,0.0023043848469371893,0.20668402565095484,0.2763791997176383
61,1.3710802433608214e-08,0.6689295905074445,0.3267841137685678,0.004279055900651184,6.547482694814386e-06,3.5674206821966064e-08,1.5538240457890098e-07,2.248479998234877e-07,2.6272522811235434e-07
62,0.12233676111213752,0.025081767127366643,0.002094179129367616,0.002687831709471961,0.0010647980848863042,0.013542802576886444,0.0007031405554065922,0.03864982087461785,0.7938388988298589
63,6.523943731858989e-05,0.2603264586602264,0.6202683246776658,0.11861234531526113,0.00012883964010828284,4.2407298632888304e-05,0.0003297849571725102,7.245444525248966e-05,0.0001541455683619318
64,0.015629612324134328,1.5699363825467624e-05,6.212916179456292e-08,2.3015100898832625e-08,7.478048110109817e-08,0.021502600735065464,4.772814745814754e-05,6.450945639801468e-05,0.9627396900483748
65,0.002923005011156382,0.2488536305235068,0.23021399394705316,0.0007818594461946742,0.002419286205231609,0.0016659195999920928,0.00452123805997462,0.5084359661444606,0.00018510106243016132
66,3.521090616089145e-06,0.02155336648894891,0.3502395588294577,0.002601505190361261,4.9752385021579125e-08,0.0013361438945938414,0.6242643692893566,1.073242023154147e-06,4.122222573952903e-07
67,0.005871412319541798,0.1771315592628379,0.5843531663632678,0.13919503725839566,0.0014502278942431323,0.0011942387358100145,0.0902949123115981,0.00022405710532788853,0.00028538874897758115
68,5.42022660728413e-06,1.8621526070091465e-07,1.0151028010169713e-08,2.56417723550371e-09,1.0643129145841452e-10,0.0005871027940590284,0.0001347515638239979,0.9992593178562416,1.3208522370863028e-05
69,0.0012244880066994773,1.5045943007997164e-09,3.900021412500371e-11,0.0003787817753994895,1.9304077741145568e-06,0.9936799809477144,0.00015520695399859517,0.004221027775390145,0.00033858258942933616
70,0.0004604121145487213,0.4660397361695213,0.415764427995673,0.10895768152393366,0.0007100987566108648,0.0010375497160080654,0.005411925305830024,0.0006549520967197713,0.000963216321154582
71,0.00018279609664573792,0.010797245227721516,0.0019368663568141906,0.0037544240634253476,0.9821149100351148,9.091920416766685e-05,0.0004740175947001422,0.00045498114197487443,0.0001938402794357724
72,0.0005588299507301074,1.0690060203789984e-06,5.479993590308209e-08,0.00017857812154820055,2.5460748554249202e-05,0.9969424619814669,0.001494649596628174,0.0007298766448936843,6.901915022250021e-05
73,0.009683569875787742,7.680279913869015e-09,2.253659761207466e-12,0.0003382505265174508,3.595056693755385e-05,0.9619735555641186,0.018969487677600882,0.008930557383520589,6.862072298375418e-05
74,0.0014928595558271805,4.40199303248841e-06,1.390468201025586e-05,1.9027147597275588e-06,4.6259211281021946e-05,0.0010474661835674678,0.00045837626590323967,0.9928333230866304,0.004101506306988137
75,0.006647792568490361,0.015009846950061034,0.002968578435285704,0.07447203735434288,0.8458381720316985,0.023872568351286157,0.01855612939071368,0.0065566789789226285,0.006078195939198864
76,1.0057658213644227e-07,0.486029729999016,0.31765712959575604,0.1963086954105476,2.123637297100169e-06,2.338741156794993e-07,1.241679638692611e-06,4.100058994996982e-07,3.352211472876338e-07
77,0.0020474010404543334,6.411795305723563e-06,1.6505852039572313e-07,0.0009511866727803193,4.608275007216257e-05,0.9919879240464556,0.0006062710826452841,0.0013168558155611427,0.0030377017382053834
78,9.975488371937508e-05,0.03839853922300802,0.005932272135408772,0.00043691920351433437,0.9547254831498516,4.858697594440052e-06,2.5184110128287245e-05,0.0001932844698278395,0.00018370412694717632
79,0.01761526676121251,6.44067677053076e-05,0.0002199752020695811,8.063299197994999e-05,7.418464714436977e-05,0.00679284223662459,0.042623687176750254,0.9317361470378412,0.0007928571786723753
80,4.0017252141685935e-10,0.7929092177199348,0.10704164599073322,0.10004910530077517,1.9431817905868143e-08,5.242794289849034e-10,3.8545948983800275e-09,1.94121938704049e-09,4.836472578666636e-09
81,0.01573490409115489,0.5223411000191159,0.12594541660430789,0.04239533893016788,0.222782304340665,0.0022215815617317946,0.05093779232052599,0.006943672329631428,0.010697889802699024
82,0.021023860359563464,0.00011105507555093081,0.00015319261308132794,6.520991024886441e-06,7.446580671156434e-05,0.005045774210396113,0.000235563972915402,0.0008243316145108871,0.9725252353562454
83,0.0036886012286366345,0.9036129851932092,0.030814319593215612,0.009700766437882351,0.0050881378721462645,0.003504292877963085,0.005668551612159256,0.004935962320345775,0.032986382864441895
84,0.026977981760759988,0.0002799377887796263,0.0009951075578578624,0.0006573562246869831,0.00104233159788947,0.05593725839861622,0.0061621880531689925,0.8763128422896452,0.031634996328595545
85,0.0051357537870726395,3.0665823449218754e-11,3.2478777415832886e-09,3.2080790106695584e-12,2.6374983773549594e-11,1.2466076441777606e-08,1.4053272059638774e-07,0.9948304892757645,3.3600630239267306e-05
86,0.002864307447481068,0.0005639242875125196,4.437746701048746e-05,0.07852464405228582,9.152447780093048e-05,0.8346152768330745,0.001849366355806735,0.007407838231886814,0.07403874084714107
87,7.246946151841741e-05,6.585614198739089e-09,3.4277517706158845e-09,2.0653215696641427e-07,5.804402150394129e-09,6.328397165677168e-08,3.0224555608607454e-08,0.9999217823598388,5.432320190498203e-06
88,4.4557850436154245e-05,0.566544826572746,0.2365602286007183,0.19424884472686588,0.00031939145626763883,0.0002688402047309917,0.00128671426566548,0.0002661381086058725,0.00046045821396366126
89,0.01782854322416249,0.5986536702790243,0.10558682174456306,0.11914837665378472,0.005498557705196633,0.03504399934848216,0.04313283025043585,0.02944762083077633,0.04565957996357455
90,0.12433914210111638,0.000767479085525445,0.0004972025142249404,0.00012981676807422474,0.0002774117878097082,0.019391104061182468,0.0014573303079183,0.01664823978953871,0.8364922735846099
91,0.1290953553054746,0.0013075095858009456,0.0010043854123122627,0.00023575985772792513,0.002295235978747468,0.01440318692134364,0.002942579876425225,0.1785360884061827,0.6701798986559853
92,4.617881209915164e-05,0.3348009947810483,0.6534169347768021,0.00158157162474316,0.0006770502474312636,0.002379242466297349,0.0027528288843562004,0.0043170507452081315,2.814766201432128e-05
93,0.003188128425541501,0.3070682547514205,0.3908159608689298,0.1124312999627176,9.644138054042756e-05,0.00027501488937961544,0.18607199984793035,4.884399904677813e-05,4.0558744935431354e-06
94,0.00022414069783104493,0.3233465681357839,0.3904971065057006,0.19316201464376384,0.0005910696327366978,0.002858112605198923,0.0890755104751153,7.198257536444552e-05,0.0001734947285053146
95,3.824131581180542e-05,4.394125946434493e-07,3.510448169317778e-08,2.6551390376155967e-07,1.9888521063818304e-08,0.998493257013844,5.378865191018188e-05,0.0005691682227112749,0.0008447848762215789
96,4.25658226583715e-06,0.6028694313789283,0.3487177355100997,0.0482406597870617,0.00011239451232017368,2.3885547815610616e-06,2.0420811852637134e-05,1.051649074677901e-06,3.1661213615401925e-05
97,0.002850914433973797,0.7399836741198317,0.1121906159147065,0.06483569631726374,0.0034647406644198425,0.01297731902604225,0.05644989531629953,0.003040546053918612,0.0042065981535440045
98,7.713828674151268e-07,0.0009256565101745693,7.24245425118115e-05,0.00047726122070385665,0.9984771678767796,1.4686089940240358e-07,7.738972124610435e-07,4.4229434094884055e-05,1.568274756074774e-06
99,0.0053852116315534155,0.4382874559249664,0.3327334245610696,0.08751972280605566,0.0015140680574293422,0.002895558778529341,0.1308636737672722,0.00035602988752378884,0.0004448545856001456
100,1.4453624440447696e-05,0.6652830283922183,0.3243369835692632,0.009406890178949969,0.000825088927474016,4.1277241127975574e-06,6.87874349324167e-05,5.608541811267302e-06,5.5031606797740854e-05
101,2.5959359410091525e-05,0.9026029891005922,0.058864485978102725,0.03175651178200816,1.9353793142339762e-05,5.415308903237834e-05,0.006643958703015046,1.5965596931277154e-05,1.662259776563774e-05
102,0.007047197251591048,0.0001508822006429245,3.305632722718132e-06,0.006222655374984235,0.0004714095365912418,0.9652657977763048,0.004998409858541536,0.01281439619909143,0.0030259461695301888
103,0.00044700021727566564,1.7324779392320804e-09,6.408918266354922e-10,2.7912305580546124e-05,2.547967164345029e-07,0.9961499706563032,5.579539873916768e-05,0.0022278233829570327,0.0010912408690582293
104,0.00853002275426263,5.915531116203443e-09,2.0846481528574312e-08,8.231679233695996e-05,1.0960979964727648e-05,0.9209758537937759,0.000932100069316285,0.06799969509770809,0.0014690237506225418
105,0.00013444612860643242,0.3186113388889057,0.2274620002521381,0.3889580114858756,0.00023318288833040489,0.016852871085951706,0.04735995955900797,0.00014916379663882675,0.0002390259145452249
106,0.1302034022461714,0.039877800070558495,0.011477031871602969,0.03873374115684673,0.025146407140538916,0.4215751268271022,0.12800728107705828,0.09279046894549298,0.11218874066462822
107,0.00035272208997363827,0.00097926366197054,0.0007651614355950249,0.0001748506474909731,0.00012451690811696487,0.991252182460396,0.004564125338546248,0.0014275397405296626,0.0003596377173809982
108,3.2844084347648466e-07,0.4620121913542178,0.4658081677754728,0.07187737224761356,5.675082898502769e-06,8.74721899137546e-06,0.0002860872283161357,8.674974739008064e-07,5.631541723941685e-07
109,0.1297588153862541,0.0005455704429421123,0.000696921881337388,0.00047396842774473136,0.0017289419625457507,0.5943807774419777,0.13694079511612192,0.1331291485005078,0.002345060840568524
110,0.015276129053423834,0.004424611050815229,0.01927987691788466,0.0015972188099415536,0.0002037974311310008,0.1628525337014992,0.7257399796930605,0.07027824134625492,0.00034761199598912066
111,0.0001682893734257971,2.006283426658869e-08,6.205504241768476e-11,4.480639125009452e-06,6.026345165506271e-06,0.9987921421904372,0.00010942663493205548,0.0008714443518369815,4.8170340188121143e-05
112,2.131511001712699e-07,0.00025814275790441056,3.3392483793427987e-07,1.1762877348574013e-05,1.687111003668877e-08,0.9994386519020634,1.9774034901280648e-05,0.00025177788650601547,1.932659422820554e-05
113,0.003929277553391545,0.13183049978167974,0.2480833758138961,0.018271898365851025,0.0003666322866849141,0.003607997987828301,0.019419622505476655,0.5721457185424899,0.0023449771627017738
114,1.1902833672608076e-10,0.8255449413674804,0.17332002174722885,0.0011347050794180901,2.662840858760831e-07,6.936502795454643e-12,2.93288185069441e-10,1.7346272733351507e-08,4.7756261123773465e-08
115,0.010318831710721107,0.3999829415655832,0.2806610158366865,0.12689931070261376,0.004679699208588246,0.015808986852592553,0.15791017356571188,0.00214031185907176,0.0015987286984311775
116,2.922947222585739e-07,1.3724462439536782e-10,4.364856027950171e-09,1.2263266029825197e-07,7.1575408364818335e-09,0.999993023781355,5.383605879047308e-07,5.6996407688837875e-06,3.1163026395901604e-07
117,2.36162031697679e-07,0.8179350041897209,0.091071882524419,0.09096877009652757,1.1056744496553568e-06,2.160660476014168e-06,1.8215652284450226e-05,1.0954994123606907e-06,1.529540678454251e-06
118,0.00039195717786253846,0.8892616508609946,0.07377904416861161,0.028887053147047318,0.0005899737729308039,0.000996268514187987,0.0011091791132547524,0.0004164008104196605,0.004568472434690754
119,7.720660701627629e-06,0.4565237292284167,0.5289810318016102,0.01430960319310299,4.424378754592952e-05,2.7107003812777456e-06,0.00012704715186619337,1.4212038429006703e-06,2.4922725323032816e-06
120,0.00017195399069764417,0.9385906589923744,0.04861657148102988,0.009318284717255263,0.0004214468349908168,4.7075037548816574e-05,0.0010963722849795178,0.0004769453712081163,0.0012606912899154564
121,0.05560292248368002,0.007057902339115962,0.20917142613404247,0.00015690650401722754,1.6043403923470127e-05,0.00655778934804406,0.639046262130066,0.0813346524653991,0.001056095191711837
122,4.8051528526714375e-09,0.7633431040565618,0.2348267244140425,0.001829432304802498,2.708645723383301e-08,1.0761228203218435e-09,6.921846545634897e-07,6.439432522667051e-09,7.632773320084165e-09
123,0.00012128268731971694,0.0009032861970419498,0.0004006054793075418,9.93063942655332e-05,7.866630663007109e-05,0.99390197253422,0.0037296439458671376,0.0005200974134433597,0.00024513904190493553
124,1.2070820985985028e-06,1.4591703807136374e-08,1.3952487171273975e-07,2.9553262824099835e-07,8.810109074944086e-09,0.9999772110758928,7.983821520634668e-07,6.946367161250961e-06,1.3378633382329711e-05
125,0.00029883776857670216,0.0016344236323350908,0.0010796248643347992,0.00027113743494591334,0.0002449191239246639,0.9873025532227524,0.007348312745824407,0.0013308673022231368,0.0004893239050832794
126,0.0010715821273285734,1.1948586517472801e-08,4.3766081811417834e-10,5.3188000284181915e-06,1.0025593403124002e-06,0.99152007140954,8.856527321614893e-05,0.0004093018025843101,0.006904145641715036
127,0.0005338780239935498,0.8529357512837554,0.12727202427246756,0.01297914781322946,0.0008203375590512267,0.0004404132058332441,0.00388966795915055,0.0008836170711759428,0.0002451628113430043
128,7.452306320697228e-05,3.080409608763632e-07,1.220676697398e-09,8.46710200569497e-07,7.395483768176977e-07,0.999511024903296,6.327233049688756e-05,0.00012301728738866447,0.00022626689539669042
129,6.180203431723443e-10,4.202747128588508e-10,1.0312977358505577e-09,1.9746123131229052e-09,2.284448475846565e-12,0.99999982733299,3.555604485060962e-08,1.2921159569243159e-07,3.8528799268911045e-09
130,2.698922732898495e-05,0.9958765275270921,0.0008654072181539117,9.033311957405573e-06,4.8465975792726736e-06,0.00017751850977389285,0.001415793714884049,0.0014731891066885547,0.00015069478654203736
131,8.954889933500944e-07,0.7819688278488208,0.15274402429980186,0.06513307427072049,0.00013654357832848307,2.040859641044648e-06,9.36070767038312e-06,1.860948022596128e-06,3.371998000995478e-06
132,4.79436454062231e-06,0.7385136406222405,0.07302290838551949,0.18808367966858847,3.3351547449377087e-06,2.926322082153832e-05,0.00033965019333827,8.132874532240479e-07,1.915102752969188e-06
133,0.00041928710227353763,0.9275166057915408,0.054942100559088866,0.01037727143387867,0.001218495849760583,0.00020795114192677264,0.0016455265767733168,0.0006442281071013537,0.0030285334376563364
134,3.1051656315092606e-09,0.7612785948218929,0.231041695883554,0.007678809333306115,5.934055386368885e-07,3.091521559102037e-09,1.5466040233282605e-08,1.9131861756826136e-07,9.357436339540738e-08
135,5.266627924769567e-05,0.5975104606646355,0.08771109953542128,0.3127842248839362,0.0011526492632811807,0.00024503753721117727,0.00025196918710114637,9.265483670887372e-05,0.0001992378124570589
136,0.0004197737081266098,1.1505030625484197e-06,8.90998824849935e-08,0.0021656782569747443,9.653754976909434e-06,0.9909243561503904,0.00010479946495807302,0.0019618090091723926,0.0044126900524557675
137,0.00017547875658977194,4.5029866637565136e-07,7.064144197216614e-07,2.235601052697604e-10,1.3072003393289505e-10,0.8783092955125171,0.111708355257988,0.009001193521773566,0.0008045198837654128
138,0.3003778922403153,1.9950201264211152e-05,1.0397191165926453e-05,1.2869859884621327e-05,9.767538027182522e-06,0.11837468962579804,0.0026504945750074594,0.0008368849833238758,0.5777070537852134
139,2.986973980980067e-06,2.2682397668079362e-06,2.474523361958953e-07,1.840384642399421e-07,1.0873428288020346e-07,0.9999137409331358,2.6164940475272142e-05,3.600141779005067e-05,1.8297269767783396e-05
140,9.016461833251623e-07,0.7979462128091243,0.18779348943125965,0.014092028617812646,0.00011901238268117437,2.433823203394884e-06,4.492100702681856e-05,5.961777517579294e-07,4.0410495703812215e-07
141,1.926634228732902e-05,0.032297756474740265,0.4190525545797646,0.057399160516253336,3.1647214722238434e-05,0.006894421859848051,0.4834828014265829,0.00026158281985796543,0.0005608087659434496
142,0.13737827689786178,0.004149658963733227,0.004966343668544541,0.019026196286523533,0.0017947653244749671,0.5073019158937514,0.06178923232284725,0.26110065133817345,0.0024929593040898482
143,3.0483919723390735e-05,0.09428296122852853,0.8995010491421792,0.00015815819990523848,0.0004958098354823828,0.0007908406236861438,0.0030667385532431664,0.0016691435471421574,4.814950109857184e-06
144,0.00038332240457252784,1.7932421250857453e-11,4.190078680001069e-15,6.502495758447278e-05,7.335951207057609e-09,0.9987851432306046,0.0007502348159229449,1.4145303289514706e-05,2.121934138082029e-06
145,0.0030663485570605127,1.3495969087974962e-07,6.359710246680478e-07,9.140366602655365e-07,8.303593868253098e-07,0.004914329082192077,7.990493664574027e-06,0.9893936660824894,0.0026151504578309013
146,0.03639235326652143,0.0030168552321184253,0.0005211038610733885,0.0004465642788850414,0.0062785198020336,0.06115358675610846,0.005589319060321886,0.8203588316385784,0.06624286610435932
147,0.0013221766204352804,0.7449095139165928,0.19946880329067845,0.049872338694196834,0.0009057417657027143,0.0002839865746290363,0.0009779449750434734,0.00010931437728370988,0.0021501797854376736
148,0.006626107365610848,0.7277893804400457,0.12780554245140868,0.0922689775140414,0.00348837319918727,0.00481310113642548,0.02876978530183032,0.001829461000269484,0.006609271591180785
149,2.396986006076534e-05,1.0863568309046155e-06,8.960390809679903e-09,1.2931961796420075e-06,2.2326071805856324e-07,0.999667407994234,2.189746677365032e-05,0.0001640985389571502,0.00012001436585497527
150,0.007364084436054595,7.415771895056735e-08,1.1023803218277762e-09,0.0026099906498601552,6.653956509557873e-06,0.9799718345527912,0.0012606947447190927,0.005835877411520047,0.002950788988446149
151,7.866916257376313e-08,2.222665112758646e-06,2.1405884744373465e-07,1.6051886812100766e-07,9.211197726519108e-09,0.9998762298115657,4.650114446095592e-05,6.930535624802858e-05,5.278564536957852e-06
